2596	53	2022-11-03 08:13:56	<p>Dalam video ini anda akan belajar tentang persiapan konten website apa saja yang di perlukan ketika memmbuat website ekspor.</p><p>Refrensi Cari Gambar HD :</p><p><a data-mce-href="https://www.pexels.com" href="https://www.pexels.com">https://www.pexels.com</a><br><a data-mce-href="https://pixabay.com/id" href="https://pixabay.com/id">https://pixabay.com/id</a><br><a data-mce-href="https://unsplash.com" href="https://unsplash.com">https://unsplash.com</a></p><p>Membuat Katalog logo dll.</p><p><a data-mce-href="https://www.canva.com" href="https://www.canva.com">https://www.canva.com</a></p><p>Klik <strong>COMPLATE</strong> Untuk melanjutkan materi.</p>	Persiapan Konten Website	publish	persiapan-konten-website	0	lesson
2597	53	2022-11-03 08:34:25	<p>Bonus <em>Contoh SOP Ekspor</em></p><p><a data-mce-href="https://drive.google.com/file/d/1efrUYfTwEiqDX5k0_9Zc3buNjKUErOPF/view?usp=sharing" href="https://drive.google.com/file/d/1efrUYfTwEiqDX5k0_9Zc3buNjKUErOPF/view?usp=sharing">Download Disini</a></p><p>Klik <strong>COMPLATE</strong> Untuk melanjutkan materi.</p>	Download Contoh SOP Ekspor	publish	download-contoh-sop-ekspor	0	lesson
2598	53	2022-11-03 08:37:01	<p>Dalam bagian ini anda bisa download <em>Contoh Proforma Invoice, Commercial Invoice dan Packing List.</em></p><p><strong><a data-mce-href="https://drive.google.com/drive/folders/1M3aUP5jO9sjeiVtOT5V0Qf79Tk_M_yff?usp=share_link" href="https://drive.google.com/drive/folders/1M3aUP5jO9sjeiVtOT5V0Qf79Tk_M_yff?usp=share_link">Download Disini</a></strong></p><p>Klik <strong>COMPLATE</strong> Untuk melanjutkan materi.</p>	Download Contoh Proforma Invoice, Commercial Invoice dan Packing List	publish	download-contoh-proforma-invoice-commercial-invoice-dan-packing-list	0	lesson
2838	53	2022-11-17 19:01:34	<p>Dalam Video ini anda akan belajar tentang Install Wordpress</p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Install Wordpress	publish	install-wordpress	0	lesson
2839	53	2022-11-17 19:02:20	<p>Dalam Video ini anda akan belajar tentang Setting Wordpress</p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Setting Wordpress	publish	setting-wordpress	0	lesson
2840	53	2022-11-17 19:03:16	<p>Dalam Video ini anda akan belajar tentang Install Themes</p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Install Themes	publish	install-themes	0	lesson
2841	53	2022-11-17 19:04:03	<p>Dalam Video ini anda akan belajar tentang Install Plugin</p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Install Plugin	publish	install-plugin	0	lesson
2842	53	2022-11-17 19:04:55	<p>Dalam Video ini anda akan belajar tentang Membuat Halaman dan Setting Halaman</p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Membuat Halaman dan Setting Halaman	publish	membuat-halaman-dan-setting-halaman	0	lesson
2843	53	2022-11-17 19:05:38	<p>Dalam Video ini anda akan belajar tentang Pengenalan Fiture Elementor</p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Pengenalan Fiture Elementor	publish	pengenalan-fiture-elementor	0	lesson
2844	53	2022-11-17 19:06:15	<p>Dalam Video ini anda akan belajar tentang Desain Halaman Website</p><p>Klik COMPLETE setelah menyeselesaikan video pembelajaran</p>	Desain Halaman Website	publish	desain-halaman-website	0	lesson
2845	53	2022-11-17 19:07:11	<p>Dalam Video ini anda akan belajar tentang <strong>Cara Setting Tampilan Website dengan Plugin SEO</strong></p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Cara Setting Tampilan Website dengan Plugin SEO	publish	cara-setting-tampilan-website-dengan-plugin-seo	0	lesson
2846	53	2022-11-17 19:07:50	<p>Dalam Video ini anda akan belajar tentang <strong>Cara Membuat Menu Website</strong></p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Cara Membuat Menu Website	publish	cara-membuat-menu-website	0	lesson
2847	53	2022-11-17 19:08:14	<p><br data-mce-bogus="1"></p>	Cara Integrasi Email gmail dan Email Bisnis (Comingsoon)	publish	cara-integrasi-email-gmail-dan-email-bisnis-comingsoon	0	lesson
2854	53	2022-11-17 20:21:18	<p>Dalam Video ini anda akan belajar tentang <strong>Istilah Dalam Website Ekspor</strong></p><p><strong>Seperti :</strong> Wordpress, plugin, themes dll</p><p>Klik <strong>COMPLETE</strong> setelah menyeselesaikan video pembelajaran</p>	Istilah Dalam Website Ekspor	publish	istilah-dalam-website-ekspor	0	lesson
2995	53	2022-11-26 06:00:58	<ol><li>Login Disini <a data-mce-href="https://apps.eksporyuk.com/auth/login" href="https://apps.eksporyuk.com/auth/login">https://apps.eksporyuk.com/auth/login</a></li><li>Masuk ke Mneu Lisensi Produk</li><li>Unduh Aplikasi EYA</li><li>Lalu Install Aplikasi EYA</li><li>Masukan Lisensi Produk</li></ol>	Cara Download dan Ambil Lisensi EYA	publish	cara-download-dan-ambil-lisensi-eya	0	lesson
3576	53	2022-12-16 10:44:41	<p><span style="text-decoration: underline">Untuk mendapatkan hasil yang maksimal, kami membuat Grup Support Telegram Khusus Website Ekspor.</span></p><p><span style="text-decoration: underline"><em>Join Grup Support Website Ekspor ada di Telegram</em></span> <a href="https://t.me/+vm3dGx8_EqAzMzZl"><strong>KLIK DISINI</strong></a></p>	JOIN GRUP SUPPORT TELEGRAM	publish	join-grup-support-telegram	0	lesson
5018	53	2023-03-15 18:05:24	<p>Silahkan Download Filenya <a data-mce-href="https://docs.google.com/spreadsheets/d/1_BXyVs1XunktO7kmc4SeNlXa_Tj3s5Dv/edit?usp=share_link&amp;ouid=111406767983622599476&amp;rtpof=true&amp;sd=true" href="https://docs.google.com/spreadsheets/d/1_BXyVs1XunktO7kmc4SeNlXa_Tj3s5Dv/edit?usp=share_link&amp;ouid=111406767983622599476&amp;rtpof=true&amp;sd=true">DISINI</a></p>	File Shipping Instruction (New)	publish	file-shipping-instruction-new	0	lesson
5019	53	2023-03-15 18:06:59	<p>Silahkan Download Filenya <a href="https://docs.google.com/document/d/1wJGYxKMbhBi3vKImnfSiN0C7FqB0RFuT/edit?usp=share_link&amp;ouid=111406767983622599476&amp;rtpof=true&amp;sd=true" data-mce-href="https://docs.google.com/document/d/1wJGYxKMbhBi3vKImnfSiN0C7FqB0RFuT/edit?usp=share_link&amp;ouid=111406767983622599476&amp;rtpof=true&amp;sd=true">DISINI</a></p>	List Pertanyaan Supplier (New)	publish	list-pertanyaan-supplier-new	0	lesson
6358	53	2023-07-22 07:10:46	<p>Silahkan download Contoh Template Email Buyer dibawah ini:<br><br><a data-mce-href="https://docs.google.com/document/d/1QnxmP2dfLgia589M0-6rUUl30_qEoqz6/edit?usp=drive_link&amp;ouid=111784372332247910538&amp;rtpof=true&amp;sd=true" href="https://docs.google.com/document/d/1QnxmP2dfLgia589M0-6rUUl30_qEoqz6/edit?usp=drive_link&amp;ouid=111784372332247910538&amp;rtpof=true&amp;sd=true">KLIK DOWNLOAD&nbsp;</a></p>	Template Email Buyer (New)	publish	template-email-buyer-new	0	lesson
6850	53	2023-08-15 10:56:37	<p>Download Datanta <a href="https://drive.google.com/drive/folders/1ckdxtiFj781dGBUWLh0thTO-7lcGXIzF?usp=drive_link" target="_blank" rel="noopener">DISINI</a></p>	Rekomendasi Forwarder Indonesia (New)	publish	rekomendasi-forwarder-indonesia-new	0	lesson
8021	53	2023-10-04 08:42:13	<p><strong>FREE HOSTING 3 BULAN.</strong></p><p>Kerjasama EKSPOR YUK x DOMOSQUARE</p><p>Order hosting disini bebas pilihan khusus member ekspor yuk.</p><p>Free 3 bulan pertama, setelah bisa bayar per 3 bulan.</p><p>Order disini <a href="https://www.domosquare.com/partner/eksporyuk/" target="_blank" rel="noopener">https://www.domosquare.com/partner/eksporyuk/</a></p><p>Semoga bermanfaat 😊</p>	Cara Klaim Hosting Free 3 bulan di Domosquare (New)	publish	cara-klaim-hosting-free-3-bulan-di-domosquare-new	0	lesson
8687	53	2024-06-10 19:50:44	<p><b>Desember 2023</b></p><ol><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1C5fq2OZ-8nbFBFk2_Mwp9ZF9yaPk2OagNq085RVFlKo/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Rabu 06 Desember 2023</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1fB0Buy6JGt1QLRQUeNOewyALCeFDeodDGBVY7I5Jqy0/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Senin 11 Desember 2023</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1PsSmIwMHP5vFLwNu-_CMD4XbJRETOuuzDXEFsLs8-uQ/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Senin 18 Desember 2023</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1yiJvcpwnnuGv8qoqJNrgOYgFspMwXronBKuPLAuUHcg/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Senin 25 Desember 2023</span></li></ol><p><b>Januari 2024</b></p><ol><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1YID4z5wTWJnZlPLuVoM-oEvBFQUPtegFTuFWjzc_Kso/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Rabu 03 Januari 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1S_3B5DTSVS7d4-pSkRX2aN9MHkcejz5nv2T7j7gUc70/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Selasa 09 Januari 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1MlwYtniWibhwRYpQmAGXyWm40bUkYCfOcV2Z5sEsY-k/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Kamis 18 Januari 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1J4ENo5x5L3ypf7CgZ5o24Tg7bMR5HLSTTMHOQXjNqHc/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Selasa 25 Januari 2024</span></li></ol><p><b>Februari 2024</b></p><ol><li style="font-weight: 400"><a href="https://docs.google.com/document/d/105DHB6UjN_OsjZMDgvdkwMwI4x4DgZcc2VSvDr2C7pY/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Selasa 06 Februari 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1QD9dunm9ngD7YTJ1vvrrpY9UMvwuPF-31UP-4HnoJVk/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Kamis 15 Februari 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1EAaHdXqTNwKzgi87nAXNY8bkIvELBYCk2OKowwaA2NA/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Jum'at 23 Februari 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1CCHUKSTHyghh18ONj4vu9A3jCdg-2OGBLgXZW5_q5Fk/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Kamis 29 Februari 2024</span></li></ol><p><b>Maret 2024</b></p><ol><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1oWZ64aiCcSGEzKnqQ8potwk2s0j_EUJgz7z7fGMzeQI/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Jum'at 07 Maret 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1v7ZEBDcOM7dhRJd6loacuhsoY8TudPGHyp3wdQpYpd0/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Jum'at 14 Maret 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/12_yLA5Ch6Y_KnxVbi5wfYpv_56vmNOXD3t-GY5Zuyvc/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Selasa 19 Maret 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/171l4Sgww0hguB5ihuJyPUePYrT8vP9eJbaMNqIKbC54/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Jum'at 29 Maret 2024</span></li></ol><p><b>April Libur Lebaran 2024</b></p><p><b>Mei 2024</b></p><ol><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1l3kKdFVWYwaYWSi78pMbatTNSfoTBm263oQoJbxZk2M/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Senin 06 Mei 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1ImB0tfD-eHxqtR6PSNX7QmnOmX8kTxoDnoLMAj4FBz0/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Senin 13 Mei 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1EgMKPukurFQJtJbn51mVdYVn5l6UKewUjecyWDKh0vQ/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Senin 20 Mei 2024</span></li><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1Pa9TniEWnQb1XWplLwWQDpSQYnR1NXRaZGUhxyALmJg/edit?usp=sharing"><span style="font-weight: 400">Download Disini</span></a><span style="font-weight: 400">, Jum'at 31 Mei 2024</span></li></ol><p><b>Juni 2024</b></p><ol><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1u60VS2pmZKkgnzIuuH8nFoWh7tQEzpXCJluJx1-aI_g/edit?usp=sharing"><span style="font-weight: 400">Download Disini,</span></a><span style="font-weight: 400"> Jum'at 07 Juni 2024</span></li><li style="font-weight: 400"><span style="font-weight: 400"><a href="https://docs.google.com/document/d/1Ea1KDSocIXSnrVl2NJT0RhmBNZ02CwHu8arkLmNePSo/edit?usp=sharing" target="_blank" rel="noopener">Download Disini,</a> Jum'at 14 Juni 2024</span></li><li style="font-weight: 400"><span style="font-weight: 400"><a href="https://docs.google.com/document/d/1CS0J89v2RD9PuiS6QmuomMz9PyAajI8coFOd5YOLXqU/edit?usp=sharing" target="_blank" rel="noopener">Download Disini</a>, Sabtu 22 Juni 2024</span></li><li style="font-weight: 400"><span style="font-weight: 400"><a href="https://docs.google.com/document/d/1v8XnesSmmNw_vDKOOydkZF4Ng2CQMZRo1Dn-bjpeXtE/edit?usp=sharing" target="_blank" rel="noopener">Download Disini</a>, Sabtu 29 Juni 2024</span></li></ol><p><b>Juli 2024</b></p><ol><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1YOyQK-l_me6oIQYeA3i9lHhxQeKCAgbm5ZoKwzaduuQ/edit?usp=sharing" target="_blank" rel="noopener"><span style="font-weight: 400">Download Disini,</span></a><span style="font-weight: 400"> Rabu, 10 Juli 2024</span></li><li><a href="https://docs.google.com/document/d/1G-L4d_iVmXrFi-p-3LeHNiV4LIdAOIcZs77OrK6HD2I/edit?usp=sharing" target="_blank" rel="noopener">Download Disini,</a> Jum'at 12 Juli 2024</li><li><a href="https://docs.google.com/document/d/1GRr5zuI7K5YaxQYpnhwD8ABkQUvaNPEeW2zhZ6LJUYA/edit?usp=sharing" target="_blank" rel="noopener">Download Disini,</a> Senin, 22 Juli 2024</li><li><a href="https://docs.google.com/document/d/1sQJWJhMNZqT2NkgJf1ZHTgcRzbWLe7kpxOaY8rwoNd4/edit?usp=sharing" target="_blank" rel="noopener">Download Disini,</a> Rabu, 31 Juli 2024</li></ol><p><b>Agustus 2024</b></p><ol><li style="font-weight: 400"><a href="https://docs.google.com/document/d/1-cQc0z3-kjpJu5MlnjrCCYLr0vDWReqpPE3-tnicjmg/edit?usp=sharing" target="_blank" rel="noopener"><span style="font-weight: 400">Download Disini,</span></a><span style="font-weight: 400"> Kamis, 08 Agustus  2024</span></li><li><a href="https://docs.google.com/document/d/1Kkg0DDqNrKQVO8FbJJh06NH_mvKerxWBKsCEjzDieBU/edit?usp=sharing" target="_blank" rel="noopener"><span style="font-weight: 400">Download Disini,</span></a><span style="font-weight: 400"> Kamis, 15 Agustus  2024</span></li><li><a href="https://docs.google.com/document/d/1RKKGl10QG0ELx3dyMj8AP07TyfbrMuiWiaYTclj7ppo/edit?usp=sharing" target="_blank" rel="noopener"><span style="font-weight: 400">Download Disini,</span></a><span style="font-weight: 400"> Jum'at, 23 Agustus  2024</span></li><li><a href="https://docs.google.com/document/d/1goyWMw3gsUAd4Jqobs5jSn7_V9cTMODpHZRNxLIhw_I/edit?usp=sharing" target="_blank" rel="noopener">Download Disini,</a> Kamis, 29 Agustus 2024</li></ol>	Database Buyer 2023-2024 (News)	publish	database-buyer-2023-2024-news	0	lesson
8694	53	2024-06-10 20:10:54	<div class="x1e56ztr"><span class="x193iq5w xeuugli x13faqbe x1vvkbs x1xmvt09 x6prxxf xvq8zen xo1l8bm xzsf02u">Salam Sahabat Eksportir. Selamat datang di Ecourse Yuk Ekspor Yuk.</span></div><div><br></div><div class="x1e56ztr"><span class="x193iq5w xeuugli x13faqbe x1vvkbs x1xmvt09 x6prxxf xvq8zen xo1l8bm xzsf02u">E Course yang akan membahas langkah langkah untuk memulai ekspor dari awal hingga nanti anda berhasil ekspor.</span></div><div><br></div><div class="x1e56ztr"><span class="x193iq5w xeuugli x13faqbe x1vvkbs x1xmvt09 x6prxxf xvq8zen xo1l8bm xzsf02u">Materi di sajikan secara runtut ya. Silahkan action dengan urutan materi yang sudah kami sajikan.</span></div><div><br></div><p>Setelah Belajar Silahkan KLIK COMPLETE</p>	Welcome to Dunia Kontaineran	publish	welcome-to-dunia-kontaineran-3	0	lesson
8695	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang Alasan Kenapa Harus Ekspor</p><p><strong>Setelah Belajar Silahkan KLIK COMPLETE</strong></p>	Kenapa Harus Ekspor	publish	kenapa-harus-ekspor-3	0	lesson
8696	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang Mindset Eksportir</p><p><strong>Setelah Belajar Silahkan KLIK COMPLETE</strong></p>	Mindset Eksportir	publish	mindset-eksportir-3	0	lesson
8697	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang Ekspor itu Mudah</p><p>Setelah Belajar Silahkan <strong>KLIK COMPLETE</strong></p>	Ekspor itu Mudah	publish	ekspor-itu-mudah-3	0	lesson
8698	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang Alur Ekspor</p><p>Setelah Belajar Silahkan <strong>KLIK COMPLETE</strong></p>	Alur Ekspor	publish	alur-ekspor-3	0	lesson
8699	53	2024-06-10 20:10:54	<div>Grup ini khusus Support anda, supaya segera sukses ekspor.</div><div><br data-mce-bogus="1"></div><div><a href="https://www.facebook.com/groups/479617170257099" data-mce-href="https://www.facebook.com/groups/479617170257099">JOIN GRUP SUPPORT FACEBOOK DISINI</a></div><div>(Konfirmasi Data Nama, email, Invoice dan Nominal Pembelian ketika join grup Facebook)</div><div><br data-mce-bogus="1"></div><div>Klik <strong>Complete</strong> setelah selesai belajar.</div>	JOIN GRUP SUPPORT FACEBOOK	publish	join-grup-support-facebook-3	0	lesson
8700	53	2024-06-10 20:10:54	<p><br>Setelah Belajar Klik <strong>Complate </strong></p>	Type Type Eksportir (New)	publish	type-type-eksportir-new-2	0	lesson
8702	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang Cara Mengetahui Demand</p><p>Setelah Belajar Silahkan <strong>KLIK COMPLETE</strong></p>	Cara Mengetahui Demand	publish	cara-mengetahui-demand-3	0	lesson
8703	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang Cara Menentukan Komoditas</p><p>Setelah Belajar Silahkan <strong>KLIK COMPLETE</strong></p>	Cara Menentukan Komoditas	publish	cara-menentukan-komoditas-3	0	lesson
8704	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang Jenis Komoditas Ekspor</p><p>Setelah Belajar Silahkan <strong>KLIK COMPLETE</strong></p>	Jenis Komoditas Ekspor	publish	jenis-komoditas-ekspor-3	0	lesson
8705	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang <em>Menentukan Negara Tujuan Ekspor (NTE)</em></p><p>Setelah Belajar Silahkan <strong>KLIK COMPLETE</strong></p>	Menentukan Negara Tujuan Ekspor (NTE)	publish	menentukan-negara-tujuan-ekspor-nte-3	0	lesson
8706	53	2024-06-10 20:10:54	<p><br>Setelah Belajar Klik<strong> Complate </strong></p>	Cara lain mencari demand jika tidak ada di trademap (New)	publish	cara-lain-mencari-demand-jika-tidak-ada-di-trademap-new-2	0	lesson
8707	53	2024-06-10 20:10:54	<p><br>Setelah Belajar Klik <strong>Complate </strong></p>	Memahami Product Knowledge dari komoditas yang mau di Ekspor (New)	publish	memahami-product-knowledge-dari-komoditas-yang-mau-di-ekspor-new-2	0	lesson
8708	53	2024-06-10 20:10:54	<p><br>Setelah Belajar Klik <strong>Complate </strong></p>	Menentukan Spesifikasi komoditas Ekspor (New)	publish	menentukan-spesifikasi-komoditas-ekspor-new-2	0	lesson
8709	53	2024-06-10 20:10:54	<p><br>Setelah Belajar Klik <strong>Complate </strong></p>	Memahami HS Code (New)	publish	memahami-hs-code-new-2	0	lesson
8710	53	2024-06-10 20:10:54	<p><br>Setelah Belajar Klik <strong>Complate </strong></p>	Cara Mengetahui HS Code & Regulasi Ekspor (New)	publish	cara-mengetahui-hs-code-regulasi-ekspor-new-2	0	lesson
8711	53	2024-06-10 20:10:54	<p><br>Setelah Belajar Klik <strong>Complate </strong></p>	Kategori Komoditas komoditas Ekspor (New)	publish	kategori-komoditas-komoditas-ekspor-new-2	0	lesson
8713	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang <em>Mencari Suplier Komoditas</em></p><p>Setelah Belajar Silahkan KLIK COMPLETE</p>	Mencari Suplier Komoditas	publish	mencari-suplier-komoditas-3	0	lesson
8714	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang <em>Tips Mencari Suplier</em></p><p>Setelah Belajar Silahkan <strong>KLIK COMPLETE</strong></p>	Tips Mencari Suplier	publish	tips-mencari-suplier-3	0	lesson
8715	53	2024-06-10 20:10:54	<p>Dalam Video ini, kamu akan belajar tentang <em>Sample Produk Suplier</em></p><p>Setelah Belajar Silahkan <strong>KLIK COMPLETE</strong></p>	Sample Produk Suplier	publish	sample-produk-suplier-3	0	lesson
